-1.00000000e+02, -8.00000000e+01, -6.00000000e+01, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00
-1.00000000e+02, -8.00000000e+01, -5.50000000e+01, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00
-1.00000000e+02, -8.00000000e+01, -5.00000000e+01, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00
-1.00000000e+02, -8.00000000e+01, -4.50000000e+01, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00
-1.00000000e+02, -8.00000000e+01, -4.00000000e+01, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00
-1.00000000e+02, -8.00000000e+01, -3.50000000e+01, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00
-1.00000000e+02, -8.00000000e+01, -3.00000000e+01, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00
-1.00000000e+02, -8.00000000e+01, -2.50000000e+01, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00
-1.00000000e+02, -8.00000000e+01, -2.00000000e+01, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00
-1.00000000e+02, -8.00000000e+01, -1.50000000e+01, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00
-1.00000000e+02, -8.00000000e+01, -1.00000000e+01, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00
-1.00000000e+02, -8.00000000e+01, -5.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00
-1.00000000e+02, -8.00000000e+01, 0.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00
-1.00000000e+02, -8.00000000e+01, 5.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00
-1.00000000e+02, -8.00000000e+01, 1.00000000e+01, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00
-1.00000000e+02, -8.00000000e+01, 1.50000000e+01, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00
